name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
Stargaze,Xavier Rudd,4qIY8weAbwH8YwpIvA1WEp,"0
",0.344,11,1,6.33e-06,216213,4,0.776,-6.007,0.0479,0.257,131.454,0.0643,0.305
Drag the Waters,Pantera,5t8sFMJ2aQaHqLnrAd4Q40,"51
",0.524,2,1,0.00623,295773,4,0.973,-3.642,0.09,0.00413,125.691,0.242,0.532
Can't Stand Losing You - 2003 Stereo Remastered Version,The Police,4UKMHwI8JKTpxDPzzRlKV2,"0
",0.739,2,0,0.000492,177707,4,0.787,-5.317,0.29,0.0731,142.032,0.0417,0.932
I Am a Rock,Paul Simon,5TbOv747LZtP0wSuTAHRIZ,"32
",0.485,4,1,0.000569,161867,4,0.393,-9.679,0.0365,0.831,121.767,0.124,0.436
Bad Things,Wednesday 13,2kjTo2wUuJELRstGKjVrqt,"36
",0.449,0,1,2.35e-06,217560,4,0.978,-2.552,0.0758,0.00542,132.406,0.0927,0.547
Moriria Por Vos - Acústico,Amaral,69EobJ8OCQYOBw45OTkZOF,"26
",0.608,0,1,0.0,233987,4,0.52,-5.288,0.0248,0.317,101.948,0.121,0.602
Spread Your Wings,Queen,3ZxL6PvP8aGAAzn6xUxZNO,"0
",0.379,9,1,0.000542,275286,4,0.641,-7.727,0.0375,0.0733,174.355,0.113,0.433
Stumbleine,The Smashing Pumpkins,2XxtcP9IEnUxFQln3RjspO,"0
",0.619,6,1,0.869,174467,4,0.0806,-22.939,0.0403,0.829,122.134,0.246,0.224
Vive Ya (Vivere),Andrea Bocelli,14NjXRt2s8HoJJypnO1uR3,"0
",0.453,11,1,0.0,258000,4,0.442,-7.959,0.0334,0.788,137.691,0.114,0.153
Adiós ayer,José Padilla,3ZVh2Qhb51Dbg2nQdkhtmY,"32
",0.612,0,1,0.000358,302507,4,0.55,-11.53,0.0354,0.0313,94.971,0.0746,0.371
"For All We Know - From ""Lovers And Other Strangers"" Soundtrack",Carpenters,7n4jfuaiFYrC9LkiJfzFAl,"0
",0.307,7,1,1.65e-05,158933,4,0.237,-13.437,0.0304,0.879,135.6,0.0871,0.194
Love Of My Life (Live),Queen,7bzMXBU1GTLXtU8KrZNGiA,"0
",0.239,2,1,0.000546,288800,4,0.628,-9.491,0.083,0.757,79.92,0.99,0.124
Modern Love - Single Version; 2002 Digital Remaster,David Bowie,2Rkfv2emuT4A1QU6dJmf5V,"0
",0.464,0,1,0.00394,238293,4,0.895,-7.683,0.031,0.00227,91.905,0.13,0.932
Virtual Insanity - Remastered,Jamiroquai,05mQ587iIrPjID24s2AfZA,"0
",0.662,6,1,0.0,229360,4,0.949,-4.758,0.108,0.127,91.954,0.135,0.515
Damaged,Danity Kane,4yHFxB8kzzeuNvoouR8N0N,"58
",0.774,8,0,0.0,244267,4,0.653,-5.158,0.05,0.0912,120.01,0.151,0.818
Kommienezuspadt,Tom Waits,5g8Ghg54Eis3N0NhR38xKA,"0
",0.623,0,1,6.97e-05,190867,4,0.891,-9.981,0.272,0.0594,106.817,0.417,0.675
Lullaby,Pink Martini,6ddhgy4MwHCeYm2ha6dfrZ,"0
",0.326,2,1,0.12,131053,5,0.026,-27.416,0.0507,0.993,111.839,0.0939,0.0456
Could It Be Magic,Barry Manilow,6FDrn47S3Q4s9rhLHm4um0,"48
",0.315,0,0,0.0405,409053,4,0.506,-7.283,0.0347,0.85,122.913,0.131,0.291
The Load Out,Jackson Browne,12nhoRghPNDChpsFaQld4a,"0
",0.512,7,1,0.000104,335427,4,0.342,-10.774,0.0351,0.67,105.395,0.485,0.305
You're So Last Summer,Taking Back Sunday,6oQpgKrMeiWFVFYISX1WAl,"0
",0.438,11,0,0.0,179258,4,0.748,-6.111,0.0538,0.0133,77.589,0.157,0.631
When The Angels Sing,Social Distortion,2sWRDJ86VSkjZteoeYzEET,"40
",0.46,5,1,0.00161,254107,4,0.924,-3.569,0.0383,2.42e-05,122.936,0.233,0.449
Dusted,Leftfield,22blgsPhtBL3cFRzRL0fZN,"43
",0.853,1,1,8.5e-06,281667,4,0.536,-10.704,0.226,0.0052,97.031,0.0695,0.361
Seks Tusen Hål,Hellbillies,5GbPiYfU5mK7qsAhWvB6ch,"0
",0.43,6,0,1.93e-06,265720,4,0.707,-5.961,0.0284,0.0353,153.893,0.0844,0.461
Old Number Seven,The Devil Makes Three,5b3zpKi5IThjOzwnikRcYt,"0
",0.591,11,1,0.0,200720,4,0.425,-7.607,0.0395,0.192,143.643,0.105,0.893
Ett Litet Finger,Eldkvarn,6UwwktLQEAC3Ti8udSMp4i,"0
",0.438,4,1,0.00115,291960,4,0.798,-4.924,0.033,0.0241,114.679,0.188,0.319
Run,Amy Macdonald,5iBKV2MVMUMtdvsaPhCEcd,"0
",0.623,8,1,4.69e-05,230907,4,0.812,-4.067,0.0285,0.0438,120.982,0.0995,0.56
Angie - Remastered,The Rolling Stones,6KcJVaZFb6h5uunKzJjNMi,"0
",0.441,9,0,7.37e-05,271293,4,0.466,-9.101,0.0284,0.612,139.07,0.112,0.464
Magellan,Mike Oldfield,4SThJ2TSaiso4dK8lGf6v1,"34
",0.468,8,1,0.778,280667,4,0.365,-12.685,0.034,0.102,130.005,0.356,0.0306
I Wanna Be Loved,Mustasch,2QPJJhyUGw8jgyq2agtV1A,"0
",0.302,7,1,0.19,345533,3,0.867,-6.91,0.0455,5.85e-05,108.516,0.123,0.333
Oh, Pretty Woman,5tdpyWwvfSl8QMUi5R56gV,Roy Orbison,0.595,9,1,2.2e-06,177133,4,0.568,-10.629,0.0341,0.5,127.253,0.0534,0.898
10 Signs You Should Leave,Emmure,3rsWF7ZZyJGGhp2W4TFbP4,"0
",0.27,6,1,0.00137,198413,3,0.972,-4.733,0.172,0.000265,91.179,0.0496,0.168
Something in the Night,Bruce Springsteen,7jvBPDSTVNIsecLLQ2ZB9A,"0
",0.372,0,1,0.000111,311907,4,0.3,-13.466,0.0293,0.028,146.342,0.104,0.479
One Love,Dr. Alban,0aUS03qNNW8wjg5kaw9LvT,"37
",0.748,1,0,0.00504,253773,4,0.824,-7.346,0.0479,0.00508,95.764,0.0445,0.735
Tubthumping,Chumbawamba,6dL46HEj2hzaSach8EFyCi,"0
",0.319,2,1,0.0,279227,4,0.881,-7.244,0.14,0.118,206.941,0.364,0.625
Wake Up,Alanis Morissette,1Hp35aGE6dqsITrgPAIbQg,"31
",0.53,4,0,0.0,293800,4,0.793,-9.097,0.0442,0.00404,95.346,0.274,0.459
Hang Down Your Head,Tom Waits,4XgznOQdMWI4RrAu3DUPT5,"0
",0.618,1,1,0.501,151800,4,0.419,-15.452,0.0373,0.244,114.81,0.087,0.806
Junk,Ferry Corsten,7qbvkJf3DCdPYA3DvgU5XS,"14
",0.535,11,0,0.0453,157587,4,0.871,-10.271,0.0342,0.000265,125.01,0.127,0.479
Surrounded,Dream Theater,5dz43JZ6QteTXfAtmZbB2n,"45
",0.319,7,1,6.98e-05,330067,3,0.71,-9.937,0.0684,0.00994,165.621,0.209,0.142
Ducks & Drakes,Millencolin,5b8PkgxLBCNHSyOOZtmKDC,"0
",0.52,2,1,0.0,197587,4,0.858,-4.275,0.0436,0.000145,115.034,0.644,0.392
Derek Taylor With The Beatles Hairdresser,The Beatles,1M1qlihuH4DnPI5xoHGk6r,"0
",0.513,10,0,0.0,160160,3,0.139,-29.335,0.919,0.804,79.258,0.222,0.667
You Gotta Come Down,The Solution,5uzpIvsQ8ju7QXR4P2iT1E,"20
",0.535,0,1,8.49e-05,205213,4,0.911,-4.086,0.05,0.186,102.384,0.423,0.743
Under The Boardwalk,The Rolling Stones,1sbOulhsEVG2jYRJtSi2Dn,"0
",0.705,4,1,0.0,166587,4,0.489,-10.094,0.0352,0.65,119.079,0.277,0.601
Por el boulevard de los sueños rotos - Acústico,Los Secretos,7KRg2QArpD7aq12u6cQChY,"52
",0.57,4,1,1.25e-05,250813,4,0.934,-6.091,0.0539,0.124,125.995,0.983,0.706
Tonight, Tonight,4MfgoC0s6TZDKj2tkmaAoE, Tonight - 2007 Digital Remaster,0.568,0,1,0.0135,533680,4,0.739,-7.546,0.0347,0.00124,98.013,0.114,0.401
When The Sun Sleeps,Underoath,5bRH9GFQtDYAFgvAh63T6v,"42
",0.468,4,0,0.000117,333773,4,0.993,-4.389,0.11,0.00745,148.206,0.337,0.169
Me Acostumbre A Quererte,Manuel Carrasco,6HHcOeRumEBROYYn6QzByY,"21
",0.616,10,0,3.96e-06,260240,4,0.814,-3.823,0.0666,0.417,149.844,0.105,0.759
Call Me,Go West,6BFGGMB7hkqCtFBLIYjEHJ,"0
",0.574,8,1,8.89e-06,252427,4,0.697,-14.386,0.0331,0.425,162.725,0.0415,0.934
Ponderosa,Tricky,4YhuBaH1fK3HbrqeZTfnkT,"0
",0.736,3,1,7.88e-05,210640,4,0.729,-9.903,0.176,0.278,180.55,0.142,0.71
Out in the Street,Bruce Springsteen,2LRxSXfnISsHWdb9MeweyH,"0
",0.439,9,1,0.0,257627,4,0.729,-14.047,0.0441,0.299,144.621,0.298,0.772
King Of Contradiction,Sum 41,5zJa81sHj9LQqDzBQddw47,"0
",0.292,5,0,0.588,100533,4,0.982,-3.424,0.215,6.11e-05,166.361,0.0773,0.124
Better Way - War Mix,Ben Harper,6wcyjWiDbdL26mBzi3aHKr,"42
",0.663,10,1,0.000424,238467,4,0.784,-8.565,0.0399,0.233,117.085,0.11,0.587
Born To Raise Hell,Motörhead,67erhUgCaYmPI6BxYGXS4r,"0
",0.202,8,1,0.65,341000,4,0.997,-4.627,0.139,0.00047,139.177,0.836,0.0391
Perfect Strangers,Deep Purple,521gC8oqqmUknLZpodHOh9,"0
",0.521,2,1,0.0113,328427,4,0.721,-7.699,0.0254,0.00348,97.578,0.391,0.611
Je Cours,Kyo,2lx3gzC8P8gA3prKInXWDZ,"0
",0.533,1,0,0.0275,180667,4,0.896,-6.135,0.119,0.0144,169.665,0.359,0.349
Industrial Revolution,Immortal Technique,0YUD9zfIY37xW4QWMOvqtI,"0
",0.727,6,0,0.0,218733,4,0.741,-6.191,0.322,0.283,83.399,0.183,0.824
Speedy Gonzales - 1996 Remastered Version,Hep Stars,54EhYnhYFN5TgHNX3HeAHW,"22
",0.531,9,1,3.81e-05,147680,4,0.651,-5.165,0.0395,0.49,149.89,0.047,0.841
Toda la noche en la calle,Amaral,4GcMoUQu7wtBEs5rsyAXJZ,"23
",0.685,2,1,1.01e-06,225693,4,0.76,-3.96,0.0382,0.154,129.95,0.0737,0.9
Change Is Gonna Come - Stripped Version,Gavin DeGraw,7q4g1WfYKeQu1yx6ExkGdy,"27
",0.562,10,1,0.0,747453,3,0.106,-11.667,0.053,0.901,128.593,0.229,0.48
This Little Girl,Gary U.S. Bonds,2Go3GgCcMjtZVdLUo2CI63,"41
",0.505,11,1,0.0,222707,4,0.898,-7.511,0.0452,0.0635,145.465,0.28,0.859
Iris,Hercules & Love Affair,5TGeKKpj5efItMXwOeU5Kp,"29
",0.689,8,1,0.477,253231,4,0.604,-8.166,0.0237,0.0671,94.01,0.0901,0.841
See You,Foo Fighters,5E0NQimfer6QIAXOBfDaps,"0
",0.329,2,1,4.17e-05,146693,4,0.854,-7.366,0.0573,0.00767,170.3,0.102,0.561
Picky Bugger,Elbow,3TvxRMIS15BBGXccx26ixk,"0
",0.766,2,0,0.0691,187480,3,0.513,-9.309,0.228,0.0347,219.993,0.932,0.91
Only This Moment,Röyksopp,4IOCmsLtQ5H7Svrlv5ZJbx,"21
",0.524,0,0,0.0106,222213,4,0.949,-6.164,0.0377,0.000242,123.004,0.341,0.566
A Rockin' Good Way (To Mess Around and Fall In Love) - Single Version - Re-mastered 2004,Shakin' Stevens,3dVkmYdT5bneKOSx403es7,"33
",0.777,11,0,0.0,176307,4,0.67,-6.13,0.0292,0.723,128.782,0.213,0.952
Old Enough,Nickelback,7b8joOxz7dLSIPZHPpwTqh,"32
",0.309,7,0,1.49e-06,165733,4,0.964,-3.452,0.0881,0.000679,141.725,0.196,0.239
Dust to Dust,Misfits,51wFNWeRcxWoFqVFsNCg93,"47
",0.317,1,1,0.00195,163842,4,0.953,-5.88,0.105,7.89e-05,187.519,0.11,0.161
Punch And Judy,Elliott Smith,0JVCIwkfHBWEkAysG1XsVw,"0
",0.483,9,0,0.174,145467,4,0.25,-18.98,0.0398,0.576,131.893,0.112,0.199
Reckoning Day, Reckoning Night,0Tqns0L1TdwenXRmnVteXj,Sonata Arctica,0.102,6,0,0.977,201347,4,0.17,-16.951,0.0401,0.598,91.47,0.284,0.0361
Sky's The Limit - Radio Edit,Bomfunk MC's,3jUpaPjc2EcGDdLTDrHzi1,"21
",0.809,6,1,0.00509,238613,4,0.851,-6.581,0.0863,0.032,131.971,0.324,0.847
Titan,HammerFall,4QpyOcns7n1pqQO75cackg,"0
",0.501,1,1,5.6e-05,264438,4,0.897,-3.896,0.0545,0.0177,109.989,0.109,0.277
The Fairest Of The Seasons,Nico,0YW22hKoFp2eZAdC5S8PWs,"0
",0.296,6,1,0.0,246173,4,0.195,-12.88,0.034,0.96,178.48,0.101,0.306
Barracuda,Heart,4f2QcB0RYGz70dXGjvpR0w,"0
",0.538,4,0,0.124,262507,4,0.908,-6.277,0.0435,0.00293,137.416,0.123,0.665
Their Law,The Prodigy,0jWEpHmX9CXluKsr7AAylP,"0
",0.632,7,1,0.769,400773,4,0.937,-11.013,0.0518,0.00196,119.067,0.316,0.569
To Be A Lover - Remastered,Billy Idol,66c7uXiQLsw3LpuhGlGNAi,"32
",0.563,5,1,0.00341,233507,4,0.822,-6.275,0.0485,0.18,184.423,0.0852,0.52
Tacobel Canon,Ratatat,6Bn8QuwLkcAOaJ6R25NfaF,"37
",0.506,7,1,0.835,266760,3,0.518,-7.238,0.0385,0.000227,133.402,0.303,0.317
Tea For Two - (Featuring Jimmy Scott),Pink Martini,51pp1J2AOORl5mRo0EvmuR,"0
",0.469,5,1,0.0,302587,4,0.113,-13.854,0.0473,0.874,68.555,0.106,0.127
Don't Stop Believin' - Live Version,Journey,0e0sKfokJIN2rPJaQnIEww,"0
",0.459,4,1,1.11e-05,247960,4,0.94,-4.825,0.0428,0.00954,124.696,0.864,0.551
Heaven Must Be Missing An Angel - Pt. 1,Tavares,6J9paEX8rcBYuAIawdnzUj,"52
",0.617,9,0,0.0,393960,4,0.748,-9.123,0.0357,0.00746,116.828,0.304,0.969
Bring It On Home,Sister Hazel,6X5uloVsC1dVkXqF4XfiOp,"0
",0.406,0,1,0.0,150707,3,0.357,-8.165,0.0281,0.734,107.581,0.11,0.713
Jambalaya (On The Bayou),Fats Domino,1slMt4LizkO9dVcMZItJ1O,"0
",0.605,6,0,0.000267,144067,4,0.845,-8.672,0.0596,0.819,75.322,0.253,0.965
Adagio - Italian,Lara Fabian,3r9M8EtAel9bVB3W41Vck9,"0
",0.366,2,0,9.21e-06,268000,4,0.394,-10.716,0.0282,0.268,129.965,0.107,0.0648
The Mexican,Babe Ruth,0FFbJzXvag9ZRel7oNa1wU,"48
",0.686,7,1,0.00172,205893,4,0.42,-12.75,0.0528,0.0242,112.634,0.135,0.457
Learning The Game,Buddy Holly,2mOywurIfD40JgdRKCQNJf,"0
",0.556,8,1,0.0254,121507,4,0.522,-10.74,0.0334,0.788,105.804,0.297,0.732
Sun And Steel - 1998 Remastered Version,Iron Maiden,3XbuNo1t4ijE5haKRuA4gU,"0
",0.288,2,1,1.16e-06,206533,4,0.85,-7.655,0.0887,0.0942,169.15,0.306,0.729
La Brune,Louise Attaque,3aGacaUYFqHnPNgqGQI7mz,"0
",0.681,2,1,0.0,115027,4,0.586,-9.117,0.0518,0.772,108.161,0.104,0.79
Ma Poubelle,Sum 41,6P4vPkPSfBgEMzopI2Kgkt,"0
",0.698,7,1,0.118,55813,4,0.879,-8.267,0.123,0.674,133.092,0.937,0.379
Dr Strangeluv,Blonde Redhead,69BvV4WQKUQs9cJZk8W7tX,"35
",0.567,4,0,0.752,287160,4,0.837,-4.876,0.0308,0.0455,126.733,0.0934,0.509
Just a Friend 2002 - Radio Edit,Mario,2cxbxpHrND6i4uvUGVvC9J,"63
",0.538,0,1,0.0,214200,5,0.677,-6.099,0.187,0.00541,132.346,0.236,0.913
Dance Craze,Millencolin,6sD4aGVQ41Y9CDVBl09hK8,"0
",0.333,0,1,0.0,121373,4,0.875,-7.958,0.136,0.00256,128.254,0.242,0.615
Lullabye,Grizzly Bear,2IY0Adl7wSGjF06I9GXKOj,"32
",0.254,2,0,0.384,314493,4,0.399,-9.201,0.0321,0.221,125.039,0.469,0.0769
All Is Forgiven,Default,5eXjdTF0lp2gUgFzlKfbME,"34
",0.478,7,1,0.913,248307,4,0.92,-3.065,0.0485,0.0128,115.016,0.373,0.355
Hjartao hamast,Sigur Rós,2EySN0cwGCOGhJgppScmXP,"0
",0.192,2,1,0.883,430227,4,0.604,-7.245,0.036,0.32,76.771,0.0957,0.135
Ole Black 'n' Blue Eyes,The Fratellis,2NjETNqIXk4JlJFkEDmM5t,"35
",0.5,10,1,0.0,196253,4,0.873,-4.125,0.0462,0.0303,129.383,0.277,0.608
Black Books,Nils Lofgren,5o1E86HCf3vNM7rg53C8kB,"0
",0.421,2,1,0.0109,346419,4,0.399,-13.796,0.0641,0.954,138.021,0.562,0.355
Reggatta De Blanc - Remastered 2003,The Police,3yeA8AfVVOF99smRtOpScs,"0
",0.347,2,1,0.0165,185133,4,0.911,-7.036,0.0603,0.000968,159.41,0.0775,0.425
Sexual Healing - Live,Ben Harper And The Innocent Criminals,3iiiGE0oiq7KqOGoHCPpui,"39
",0.463,0,1,1.57e-05,314305,4,0.626,-10.672,0.361,0.351,82.719,0.993,0.456
The Breeze,Dr. Dog,52aPBCeIkLCqTYixuHGi7C,"0
",0.607,9,1,3.2e-05,238980,4,0.548,-7.791,0.0369,0.762,90.124,0.684,0.295
Un autre monde - Remasterisé en 2006,Téléphone,6zewQ9h2JvmOYMlHaXN6SP,"0
",0.534,2,1,0.0243,271080,4,0.75,-6.937,0.0412,0.176,142.622,0.0903,0.256
Cyco Vision,Suicidal Tendencies,5Qp6JPTP9mWMZJa7Jhc5aZ,"0
",0.28,9,1,0.0,109307,4,0.996,-3.991,0.271,0.00646,185.207,0.0623,0.302
Mr. Tough,Yo La Tengo,29UIxDmQvCERY4Ps2BvzLa,"34
",0.713,5,1,0.0402,245800,4,0.681,-5.215,0.034,0.393,123.176,0.224,0.94
The Kids Aren't Alright - Full Mix,The Offspring,6x3tMGMycvigLftzPHw7HB,"0
",0.636,1,1,0.436,294000,4,0.915,-4.312,0.0286,0.000942,99.009,0.308,0.42
Blow It All Away - Live,Sia,65Pp8wTUDMWJEVPt6kqd10,"28
",0.284,11,0,0.0779,319460,4,0.559,-7.337,0.0469,0.52,132.948,0.732,0.119
The Rivalry,Running Wild,3jgkdoTSCTiacKFEpIQLbn,"28
",0.32,11,0,0.00108,334987,4,0.976,-4.943,0.0595,0.000212,169.905,0.32,0.28
Endless Sacrifice,Dream Theater,4QOxk0ogcJHgS5BqbU1SIK,"44
",0.319,2,0,0.11,683307,4,0.935,-5.365,0.114,2.5e-05,96.833,0.187,0.284
Twisted Transistor - Edited Album Version,Korn,0P8qfriBvrWX5KzO6ZNeKq,"0
",0.55,1,1,0.0499,252067,4,0.937,-5.624,0.197,0.00108,110.029,0.0895,0.131
Love for Granted,Phoenix,3Yrk1Ytp3Vg1IRshQud90x,"38
",0.694,2,1,0.581,264867,4,0.476,-7.595,0.0285,0.0526,131.976,0.0754,0.218
Orgasmatron,Sepultura,5RKNHGP5Nv526dJ5LmgcjX,"48
",0.495,9,1,0.000451,254387,4,0.98,-5.467,0.091,0.000177,138.217,0.227,0.326
All Right,Christopher Cross,556Fdf9iUVDA2aSUDzlkNV,"41
",0.724,6,0,0.0,258716,4,0.471,-11.914,0.0371,0.18,132.714,0.129,0.559
Like I Never Loved You At All,Take That,0LWPWyjsYy8ba8IEQ8Z9nF,"0
",0.37,10,1,0.0,224973,3,0.801,-4.602,0.0408,0.28,162.153,0.0664,0.433
Amor de sal,El sueño de Morfeo,5Ng2HtAIMr92D1qAnGTJkw,"29
",0.663,9,1,0.000158,171480,4,0.455,-8.936,0.028,0.443,139.987,0.12,0.171
Brasil 3000 (feat. B-Negâo & Naçâo Zumbi),Macaco,7xBO5Metv447Ueqg0KciCI,"20
",0.743,2,1,0.0,208080,4,0.82,-4.434,0.243,0.317,102.03,0.0574,0.659
My Iron Lung,Radiohead,2f6JvJhSAdiQDGRgCazpXy,"0
",0.242,0,1,0.116,276427,4,0.859,-8.4,0.0663,0.056,96.929,0.38,0.671
You'll Be Comin' Down,Bruce Springsteen,4tJ8aeIeAlplBOEjJeHsVf,"0
",0.453,11,1,9.59e-06,225013,4,0.828,-3.568,0.0342,0.0478,112.205,0.269,0.682
Going Home,Sophie Zelmani,79I6CgoOGfGiRFJtXYWZde,"41
",0.574,10,1,0.855,249333,4,0.581,-13.112,0.0325,0.349,78.462,0.16,0.767
Resurrection,HIM,7jyIv4iigvoT0Qu79PdXPr,"36
",0.595,7,1,0.0,219400,4,0.659,-6.458,0.0344,0.059,120.656,0.446,0.232
Adolescentes,Kiko y Shara,29699gQVPOc6cLocZJMsRT,"41
",0.609,8,0,0.0,243413,4,0.774,-3.811,0.0366,0.251,130.08,0.107,0.459
One Way Or Another,Mandy Moore,1kiJoGb7VsqkOMUY30Zp8m,"21
",0.444,9,0,0.0,211000,4,0.906,-4.465,0.199,0.0028,162.334,0.627,0.615
The Real Thing,Lisa Stansfield,72i2IgGI7T4JCSDJ9y7uAw,"0
",0.679,2,1,0.0,260067,4,0.745,-6.321,0.0968,0.104,98.794,0.151,0.629
Speed King,Deep Purple,3RDB2QvuBEGv7DTK2SnMwO,"32
",0.337,7,1,0.000566,349147,4,0.692,-10.767,0.0404,0.000116,100.37,0.0909,0.313
Rock & Roll,Amaral,413pxbmwtR4gfdaKnmNJN3,"18
",0.705,6,0,0.00167,252787,4,0.436,-8.965,0.0297,0.517,119.663,0.132,0.43
Let Me Clear My Throat - Old School Reunion Remix '96,DJ Kool,6Sh54zHJjnLvpyr5Eom5F9,"0
",0.699,7,1,0.0,290160,4,0.904,-7.155,0.263,0.154,102.859,0.386,0.544
Over-Rated,Gavin DeGraw,61VXQs0YgqntMZkeBqRSGB,"25
",0.341,9,1,0.0,251707,4,0.689,-5.583,0.0446,0.00375,161.345,0.314,0.301
Always There,Incognito,2CE1dn1CMow8RDx7YXlFJo,"13
",0.448,2,1,2.37e-06,151347,4,0.357,-7.01,0.0288,0.901,167.929,0.273,0.304
A la Mierda,Ska-P,4GERduHBPVmh9ECjBtEPA4,"52
",0.401,7,1,8.28e-06,233533,4,0.841,-6.096,0.0695,0.00267,187.822,0.139,0.53
One Of Us,Joan Osborne,7g5gZWKWTuS8N3OnM2g95g,"0
",0.484,9,1,7.97e-06,321400,4,0.497,-7.917,0.0252,0.0114,87.541,0.144,0.384
Anoche Soñé Contigo,Kevin Johansen,1cqlBqJC2FL38DYTXgvQIW,"64
",0.565,11,1,0.0,244933,4,0.547,-9.129,0.0385,0.416,91.95,0.102,0.399
Dancing In The Moonlight (It's Caught Me In It's Spotlight) - Live At Seneca College Fieldhouse, Toronto / 1977,7xvxRYsVsq25bnKZpUAcTm,Thin Lizzy,0.421,3,0,0.0721,234568,4,0.664,-11.85,0.0429,0.15,145.147,0.618,0.77
Amused To Death,Roger Waters,2oyZX1WcPhCPs4pxuNkk3p,"0
",0.604,2,1,0.0211,547533,4,0.166,-18.523,0.0369,0.543,118.291,0.0854,0.175
Godless,The Dandy Warhols,7zPyyV3kRtp9PWtPJJbNZ1,"49
",0.47,7,1,0.862,319971,4,0.704,-8.498,0.0319,0.0133,111.145,0.177,0.134
Under A Violet Moon,Blackmore's Night,4SahSmYaziHsAIM18wBEE6,"0
",0.603,0,0,8.48e-06,263467,4,0.665,-7.936,0.0263,0.491,85.421,0.102,0.677
Marble Halls,Enya,2S6V1ITfoOGMBudWNS9tVq,"0
",0.251,10,1,0.0248,234627,3,0.0841,-22.231,0.0572,0.983,95.417,0.107,0.151
I'm A Man - Single Version,The Spencer Davis Group,231bYfsK0cNXC3bIBDtr16,"0
",0.54,9,1,0.0,170293,4,0.853,-9.819,0.0648,0.0982,128.98,0.137,0.651
Chocolate,Snow Patrol,7nCzWdp2SJ2DYDW0LHE3i5,"0
",0.575,2,1,0.0032,181773,4,0.813,-4.34,0.0318,0.000542,118.161,0.131,0.422
Full Moon (feat. Common),Armand Van Helden,1gepDdFhHq1gbNL5hHOsld,"0
",0.901,11,0,0.0331,259933,4,0.714,-6.492,0.168,0.0016,117.946,0.148,0.867
I Wonder Why,Dion & The Belmonts,3ju5w7orV4Qc6YeGYuTEEc,"0
",0.261,10,1,5.16e-05,138960,4,0.546,-8.983,0.0377,0.704,208.362,0.17,0.95
You Make Me Sick - Radio Mix,P!nk,6z8WLLLb2kaWRXXF1WmicO,"0
",0.776,11,0,2.71e-06,247627,4,0.695,-6.277,0.173,0.00228,100.524,0.341,0.644
Worry Rock,Green Day,7gdTcngmshwbn8ASnouLsX,"44
",0.355,4,1,0.0,147000,4,0.972,-3.551,0.0599,0.000204,144.809,0.173,0.745
C'est la vie (Always 21),Ace of Base,5AL9t5XoUfMVI0Lf3jNynA,"0
",0.62,0,1,1.7e-05,207000,4,0.679,-6.394,0.0288,0.056,150.972,0.339,0.583
When You Love a Woman,Journey,6OcupDJfgXbC0JR8iIbBrP,"40
",0.538,1,1,0.0,248160,4,0.523,-5.11,0.0266,0.333,132.156,0.158,0.201
El final,Amaral,619rueYEmWQ5B5undCfigc,"18
",0.524,7,1,1.05e-05,110000,4,0.26,-12.561,0.0375,0.872,54.824,0.062,0.249
I'll Take You There,The Staple Singers,4j0M3v7GPijfIrzjN8QcuK,"6
",0.846,0,1,1.96e-06,196827,4,0.595,-8.372,0.0439,0.0904,101.632,0.063,0.78
All Cried Out - Behind the scenes Video,Allure,57vYbt3PuAPJhZ4NSZ1y2t,"0
",0.613,1,1,0.0,275773,4,0.464,-8.918,0.0241,0.176,139.802,0.103,0.176
No Me Ames (with Marc Anthony) - Tropical Remix,Jennifer Lopez,6gGhJwKch7gVDdxx9RxZj8,"0
",0.562,0,1,0.0,303573,4,0.742,-6.461,0.0422,0.659,165.83,0.107,0.71
No 13 Baby,Pixies,18PzY59cKHgu78CUYcUVAz,"46
",0.688,0,1,0.0112,231627,4,0.634,-13.822,0.0407,0.00289,122.466,0.0375,0.302
Your Gay Friend,Robbie Williams,1BhnZEmYwuItioUJgWxIaa,"28
",0.432,7,1,8.48e-05,201538,4,0.946,-5.214,0.0873,0.000603,164.045,0.332,0.66
Here for You,Ozzy Osbourne,5K0bUZREn8H0OXnIrHtc1D,"0
",0.468,9,1,0.0,277627,4,0.672,-4.994,0.0307,0.00995,125.047,0.127,0.271
Perfect World,Billy Talent,00WfgSQqzLGDlVyUvFINQ3,"44
",0.5,7,1,0.000384,186733,4,0.972,-4.253,0.0637,1.03e-05,164.993,0.0687,0.689
Mis bichitos,Huecco,0X3xF5qonubHnvID8H5FlN,"21
",0.763,9,0,0.0,212693,4,0.87,-4.242,0.0308,0.135,136.988,0.17,0.933
Love's a Game,The Magic Numbers,1b9FpRqQk07agQgIB3nKWz,"48
",0.607,6,0,6.75e-05,288693,4,0.441,-6.817,0.0329,0.363,162.972,0.0675,0.347
Long Way Back From Hell,Danzig,3SNIh3OFpp5twMP0DJHuSE,"0
",0.356,4,1,0.0075,263187,4,0.76,-10.163,0.0454,0.000509,172.757,0.453,0.162
Immortal Rites,Morbid Angel,5hmek3mrSYvfSElBsPNbxo,"45
",0.19,1,1,0.107,243520,3,0.934,-7.796,0.056,8.08e-06,98.424,0.363,0.36
